participant	content	token	lemma	tagged_token	tagged_lemma	file
cgv	do you want to pretend that's a straw that sure is a funny straw abe	[do, you, want, to, pretend, that, is, a, straw, that, sure, is, a, funny, straw, abe]	[do, you, want, to, pretend, that, be, a, straw, that, sure, be, a, funny, straw, abe]	[(do, VBP), (you, PRP), (want, VB), (to, TO), (pretend, VB), (that, DT), (is, VBZ), (a, DT), (straw, JJ), (that, IN), (sure, JJ), (is, VBZ), (a, DT), (funny, JJ), (straw, NN), (abe, NN)]	[(do, VBP), (you, PRP), (want, VB), (to, TO), (pretend, VB), (that, DT), (be, VB), (a, DT), (straw, JJ), (that, IN), (sure, JJ), (be, VB), (a, DT), (funny, JJ), (straw, NN), (abe, NN)]	time50-cond1.txt
kid	know what happened when i went at school yesterday my sock falledn down into my shoe i didn't cry	[know, what, happened, when, i, went, at, school, yesterday, my, sock, fallen, down, into, my, shoe, i, did, not, cry]	[know, what, happen, when, i, go, at, school, yesterday, my, sock, fall, down, into, my, shoe, i, do, not, cry]	[(know, VB), (what, WP), (happened, VBD), (when, WRB), (i, JJ), (went, VBD), (at, IN), (school, NN), (yesterday, NN), (my, PRP$), (sock, NN), (fallen, VBN), (down, RB), (into, IN), (my, PRP$), (shoe, NN), (i, NN), (did, VBD), (not, RB), (cry, VB)]	[(know, VB), (what, WP), (happen, VB), (when, WRB), (i, NN), (go, VBP), (at, IN), (school, NN), (yesterday, NN), (my, PRP$), (sock, NN), (fall, VB), (down, RP), (into, IN), (my, PRP$), (shoe, NN), (i, RB), (do, VBP), (not, RB), (cry, VB)]	time50-cond1.txt
cgv	did you fix it	[did, you, fix, it]	[do, you, fix, it]	[(did, VBD), (you, PRP), (fix, VB), (it, PRP)]	[(do, VB), (you, PRP), (fix, VB), (it, PRP)]	time50-cond1.txt
kid	no mommy did	[no, mommy, did]	[no, mommy, do]	[(no, DT), (mommy, NN), (did, VBD)]	[(no, DT), (mommy, NN), (do, VB)]	time50-cond1.txt
cgv	 mommy fixed it before she left	[mommy, fixed, it, before, she, left]	[mommy, fix, it, before, she, leave]	[(mommy, NN), (fixed, VBD), (it, PRP), (before, IN), (she, PRP), (left, VBD)]	[(mommy, JJ), (fix, NN), (it, PRP), (before, IN), (she, PRP), (leave, VBP)]	time50-cond1.txt
kid	yeah you painting one too	[yeah, you, painting, one, too]	[yeah, you, paint, one, too]	[(yeah, NN), (you, PRP), (painting, VBG), (one, CD), (too, RB)]	[(yeah, NN), (you, PRP), (paint, VBP), (one, CD), (too, RB)]	time50-cond1.txt
cgv	no i'll just watch you	[no, i, will, just, watch, you]	[no, i, will, just, watch, you]	[(no, DT), (i, NN), (will, MD), (just, RB), (watch, VB), (you, PRP)]	[(no, DT), (i, NN), (will, MD), (just, RB), (watch, VB), (you, PRP)]	time50-cond1.txt
kid	we need stir em up	[we, need, stir, em, up]	[we, need, stir, em, up]	[(we, PRP), (need, VBP), (stir, NNS), (em, VB), (up, RP)]	[(we, PRP), (need, VBP), (stir, NNS), (em, VB), (up, RP)]	time50-cond1.txt
cgv	let me see they look awfully watery to me there you go	[let, me, see, they, look, awfully, watery, to, me, there, you, go]	[let, me, see, they, look, awfully, watery, to, me, there, you, go]	[(let, VB), (me, PRP), (see, VB), (they, PRP), (look, VB), (awfully, RB), (watery, NN), (to, TO), (me, PRP), (there, EX), (you, PRP), (go, VBP)]	[(let, VB), (me, PRP), (see, VB), (they, PRP), (look, VB), (awfully, RB), (watery, NN), (to, TO), (me, PRP), (there, EX), (you, PRP), (go, VBP)]	time50-cond1.txt
kid	thank you	[thank, you]	[thank, you]	[(thank, NN), (you, PRP)]	[(thank, NN), (you, PRP)]	time50-cond1.txt
cgv	you're welcome	[you, are, welcome]	[you, be, welcome]	[(you, PRP), (are, VBP), (welcome, JJ)]	[(you, PRP), (be, VB), (welcome, JJ)]	time50-cond1.txt
kid	i want ta pretend that's a i want ta pretend this is a brush this is a brush	[i, want, ta, pretend, that, is, a, i, want, ta, pretend, this, is, a, brush, this, is, a, brush]	[i, want, ta, pretend, that, be, a, i, want, ta, pretend, this, be, a, brush, this, be, a, brush]	[(i, NN), (want, VBP), (ta, NN), (pretend, NN), (that, WDT), (is, VBZ), (a, DT), (i, NN), (want, VBP), (ta, NN), (pretend, NN), (this, DT), (is, VBZ), (a, DT), (brush, NN), (this, DT), (is, VBZ), (a, DT), (brush, NN)]	[(i, NN), (want, VBP), (ta, NN), (pretend, NN), (that, WDT), (be, VB), (a, DT), (i, JJ), (want, VBP), (ta, JJ), (pretend, VB), (this, DT), (be, VB), (a, DT), (brush, NN), (this, DT), (be, VB), (a, DT), (brush, NN)]	time50-cond1.txt
cgv	i thought that it was a brush	[i, thought, that, it, was, a, brush]	[i, think, that, it, be, a, brush]	[(i, NN), (thought, VBD), (that, IN), (it, PRP), (was, VBD), (a, DT), (brush, NN)]	[(i, NN), (think, VBP), (that, IN), (it, PRP), (be, VB), (a, DT), (brush, NN)]	time50-cond1.txt
kid	it's a brush i want ta use this for a straw i want ta use this for a straw	[it, is, a, brush, i, want, ta, use, this, for, a, straw, i, want, ta, use, this, for, a, straw]	[it, be, a, brush, i, want, ta, use, this, for, a, straw, i, want, ta, use, this, for, a, straw]	[(it, PRP), (is, VBZ), (a, DT), (brush, NN), (i, NN), (want, VBP), (ta, NN), (use, NN), (this, DT), (for, IN), (a, DT), (straw, JJ), (i, NN), (want, VBP), (ta, NN), (use, NN), (this, DT), (for, IN), (a, DT), (straw, NN)]	[(it, PRP), (be, VB), (a, DT), (brush, NN), (i, NN), (want, VBP), (ta, NN), (use, NN), (this, DT), (for, IN), (a, DT), (straw, JJ), (i, NN), (want, VBP), (ta, NN), (use, NN), (this, DT), (for, IN), (a, DT), (straw, NN)]	time50-cond1.txt
cgv	okay go ahead	[okay, go, ahead]	[okay, go, ahead]	[(okay, RB), (go, VBP), (ahead, RB)]	[(okay, RB), (go, VBP), (ahead, RB)]	time50-cond1.txt
kid	i don't have any water i don't have any water	[i, do, not, have, any, water, i, do, not, have, any, water]	[i, do, not, have, any, water, i, do, not, have, any, water]	[(i, NNS), (do, VBP), (not, RB), (have, VB), (any, DT), (water, NN), (i, NN), (do, VBP), (not, RB), (have, VB), (any, DT), (water, NN)]	[(i, NNS), (do, VBP), (not, RB), (have, VB), (any, DT), (water, NN), (i, NN), (do, VBP), (not, RB), (have, VB), (any, DT), (water, NN)]	time50-cond1.txt
cgv	wait until i'm done doing dishes and i'll get you a glass of water okay	[wait, until, i, am, done, doing, dishes, and, i, will, get, you, a, glass, of, water, okay]	[wait, until, i, be, do, do, dish, and, i, will, get, you, a, glass, of, water, okay]	[(wait, NN), (until, IN), (i, JJ), (am, VBP), (done, VBN), (doing, VBG), (dishes, NNS), (and, CC), (i, NN), (will, MD), (get, VB), (you, PRP), (a, DT), (glass, NN), (of, IN), (water, NN), (okay, NN)]	[(wait, NN), (until, IN), (i, JJ), (be, VB), (do, VBP), (do, VB), (dish, VB), (and, CC), (i, VB), (will, MD), (get, VB), (you, PRP), (a, DT), (glass, NN), (of, IN), (water, NN), (okay, NN)]	time50-cond1.txt
kid	okay how long you be finished how long you be finished mommy	[okay, how, long, you, be, finished, how, long, you, be, finished, mommy]	[okay, how, long, you, be, finish, how, long, you, be, finish, mommy]	[(okay, VB), (how, WRB), (long, JJ), (you, PRP), (be, VB), (finished, VBN), (how, WRB), (long, JJ), (you, PRP), (be, VB), (finished, VBN), (mommy, NN)]	[(okay, VB), (how, WRB), (long, JJ), (you, PRP), (be, VB), (finish, JJ), (how, WRB), (long, RB), (you, PRP), (be, VB), (finish, JJ), (mommy, NN)]	time50-cond1.txt
cgv	just a few more minutes	[just, a, few, more, minutes]	[just, a, few, more, minute]	[(just, RB), (a, DT), (few, JJ), (more, JJR), (minutes, NNS)]	[(just, RB), (a, DT), (few, JJ), (more, JJR), (minute, NN)]	time50-cond1.txt
kid	i want ta use i want ta get this one i want ta get this one i want ta get this one	[i, want, ta, use, i, want, ta, get, this, one, i, want, ta, get, this, one, i, want, ta, get, this, one]	[i, want, ta, use, i, want, ta, get, this, one, i, want, ta, get, this, one, i, want, ta, get, this, one]	[(i, NN), (want, VBP), (ta, NN), (use, NN), (i, NN), (want, VBP), (ta, NN), (get, VB), (this, DT), (one, CD), (i, NN), (want, VBP), (ta, NN), (get, VB), (this, DT), (one, CD), (i, NN), (want, VBP), (ta, NN), (get, VB), (this, DT), (one, CD)]	[(i, NN), (want, VBP), (ta, NN), (use, NN), (i, NN), (want, VBP), (ta, NN), (get, VB), (this, DT), (one, CD), (i, NN), (want, VBP), (ta, NN), (get, VB), (this, DT), (one, CD), (i, NN), (want, VBP), (ta, NN), (get, VB), (this, DT), (one, CD)]	time50-cond1.txt
cgv	what lover	[what, lover]	[what, lover]	[(what, WP), (lover, NN)]	[(what, WP), (lover, NN)]	time50-cond1.txt
kid	i want ta get this one too i want ta do this too i want ta do this too i want ta get this too look what i made a pretty color	[i, want, ta, get, this, one, too, i, want, ta, do, this, too, i, want, ta, do, this, too, i, want, ta, get, this, too, look, what, i, made, a, pretty, color]	[i, want, ta, get, this, one, too, i, want, ta, do, this, too, i, want, ta, do, this, too, i, want, ta, get, this, too, look, what, i, make, a, pretty, color]	[(i, NN), (want, VBP), (ta, NN), (get, VB), (this, DT), (one, CD), (too, RB), (i, JJ), (want, VBP), (ta, NN), (do, VB), (this, DT), (too, RB), (i, JJ), (want, VBP), (ta, NN), (do, VB), (this, DT), (too, RB), (i, JJ), (want, VBP), (ta, JJ), (get, VB), (this, DT), (too, RB), (look, VBP), (what, WP), (i, NN), (made, VBD), (a, DT), (pretty, JJ), (color, NN)]	[(i, NN), (want, VBP), (ta, NN), (get, VB), (this, DT), (one, CD), (too, RB), (i, JJ), (want, VBP), (ta, NN), (do, VB), (this, DT), (too, RB), (i, JJ), (want, VBP), (ta, NN), (do, VB), (this, DT), (too, RB), (i, JJ), (want, VBP), (ta, JJ), (get, VB), (this, DT), (too, RB), (look, VBP), (what, WP), (i, VBP), (make, VBP), (a, DT), (pretty, NN), (color, NN)]	time50-cond1.txt
cgv	 that's really nice abe	[that, is, really, nice, abe]	[that, be, really, nice, abe]	[(that, DT), (is, VBZ), (really, RB), (nice, JJ), (abe, NN)]	[(that, DT), (be, VB), (really, RB), (nice, JJ), (abe, NN)]	time50-cond1.txt
kid	they call me a painter too	[they, call, me, a, painter, too]	[they, call, me, a, painter, too]	[(they, PRP), (call, VBP), (me, PRP), (a, DT), (painter, NN), (too, RB)]	[(they, PRP), (call, VBP), (me, PRP), (a, DT), (painter, NN), (too, RB)]	time50-cond1.txt
cgv	who calls you a painter	[who, calls, you, a, painter]	[who, call, you, a, painter]	[(who, WP), (calls, VBZ), (you, PRP), (a, DT), (painter, NN)]	[(who, WP), (call, VBP), (you, PRP), (a, DT), (painter, NN)]	time50-cond1.txt
kid	me me by myself	[me, me, by, myself]	[me, me, by, myself]	[(me, PRP), (me, PRP), (by, IN), (myself, PRP)]	[(me, PRP), (me, PRP), (by, IN), (myself, PRP)]	time50-cond1.txt
cgv	 you're an artist too aren't you	[you, are, an, artist, too, are, not, you]	[you, be, an, artist, too, be, not, you]	[(you, PRP), (are, VBP), (an, DT), (artist, NN), (too, RB), (are, VBP), (not, RB), (you, PRP)]	[(you, PRP), (be, VB), (an, DT), (artist, NN), (too, RB), (be, VB), (not, RB), (you, PRP)]	time50-cond1.txt
kid	 and i'm a parademan too	[and, i, am, a, garageman, too]	[and, i, be, a, garageman, too]	[(and, CC), (i, VB), (am, VBP), (a, DT), (garageman, NN), (too, RB)]	[(and, CC), (i, NN), (be, VB), (a, DT), (garageman, NN), (too, RB)]	time50-cond1.txt
cgv	yeah you like to have parades don't you	[yeah, you, like, to, have, parades, do, not, you]	[yeah, you, like, to, have, parade, do, not, you]	[(yeah, RB), (you, PRP), (like, VBP), (to, TO), (have, VB), (parades, NNS), (do, VBP), (not, RB), (you, PRP)]	[(yeah, RB), (you, PRP), (like, VBP), (to, TO), (have, VB), (parade, VBN), (do, VBP), (not, RB), (you, PRP)]	time50-cond1.txt
kid	yeah you have a horn	[yeah, you, have, a, horn]	[yeah, you, have, a, horn]	[(yeah, NN), (you, PRP), (have, VBP), (a, DT), (horn, NN)]	[(yeah, NN), (you, PRP), (have, VBP), (a, DT), (horn, NN)]	time50-cond1.txt
cgv	no i'm afraid not	[no, i, am, afraid, not]	[no, i, be, afraid, not]	[(no, DT), (i, NN), (am, VBP), (afraid, JJ), (not, RB)]	[(no, DT), (i, NN), (be, VB), (afraid, VBN), (not, RB)]	time50-cond1.txt
kid	i help you find one and and you can have a parade with me and greggy and andy	[i, help, you, find, one, and, and, you, can, have, a, parade, with, me, and, gregg, and, andy]	[i, help, you, find, one, and, and, you, can, have, a, parade, with, me, and, gregg, and, andy]	[(i, NN), (help, VBP), (you, PRP), (find, VBP), (one, CD), (and, CC), (and, CC), (you, PRP), (can, MD), (have, VB), (a, DT), (parade, NN), (with, IN), (me, PRP), (and, CC), (gregg, NN), (and, CC), (andy, NN)]	[(i, NN), (help, VBP), (you, PRP), (find, VBP), (one, CD), (and, CC), (and, CC), (you, PRP), (can, MD), (have, VB), (a, DT), (parade, NN), (with, IN), (me, PRP), (and, CC), (gregg, NN), (and, CC), (andy, NN)]	time50-cond1.txt
cgv	great i love parades	[great, i, love, parades]	[great, i, love, parade]	[(great, JJ), (i, JJ), (love, VBP), (parades, NNS)]	[(great, JJ), (i, JJ), (love, VBP), (parade, NN)]	time50-cond1.txt
kid	know what i'm making	[know, what, i, am, making]	[know, what, i, be, make]	[(know, VB), (what, WP), (i, JJ), (am, VBP), (making, VBG)]	[(know, VB), (what, WP), (i, JJ), (be, VB), (make, VBP)]	time50-cond1.txt
cgv	what are you making	[what, are, you, making]	[what, be, you, make]	[(what, WP), (are, VBP), (you, PRP), (making, VBG)]	[(what, WP), (be, VB), (you, PRP), (make, VB)]	time50-cond1.txt
kid	a willywillyc	[a, willywillyc]	[a, willywillyc]	[(a, DT), (willywillyc, NN)]	[(a, DT), (willywillyc, NN)]	time50-cond1.txt
cgv	a willywillyc what is a willywillyc	[a, willywillyc, what, is, a, willywillyc]	[a, willywillyc, what, be, a, willywillyc]	[(a, DT), (willywillyc, NN), (what, WP), (is, VBZ), (a, DT), (willywillyc, NN)]	[(a, DT), (willywillyc, NN), (what, WP), (be, VB), (a, DT), (willywillyc, NN)]	time50-cond1.txt
kid	he squeezes a willywillyc squeezes	[he, squeezes, a, willywillyc, squeezes]	[he, squeeze, a, willywillyc, squeeze]	[(he, PRP), (squeezes, VBZ), (a, DT), (willywillyc, NN), (squeezes, NN)]	[(he, PRP), (squeeze, VBZ), (a, DT), (willywillyc, NN), (squeeze, NN)]	time50-cond1.txt
cgv	he squeezes	[he, squeezes]	[he, squeeze]	[(he, PRP), (squeezes, VBZ)]	[(he, PRP), (squeeze, VB)]	time50-cond1.txt
kid	yeah squeeze sometimes you squeeze willywillyc sometimes you don't tell daddy i'm making	[yeah, squeeze, sometimes, you, squeeze, willywillyc, sometimes, you, do, not, tell, daddy, i, am, making]	[yeah, squeeze, sometimes, you, squeeze, willywillyc, sometimes, you, do, not, tell, daddy, i, be, make]	[(yeah, NN), (squeeze, NN), (sometimes, RB), (you, PRP), (squeeze, VBP), (willywillyc, JJ), (sometimes, RB), (you, PRP), (do, VBP), (not, RB), (tell, VB), (daddy, NN), (i, NN), (am, VBP), (making, VBG)]	[(yeah, NN), (squeeze, NN), (sometimes, RB), (you, PRP), (squeeze, VBP), (willywillyc, JJ), (sometimes, RB), (you, PRP), (do, VBP), (not, RB), (tell, VB), (daddy, NN), (i, NN), (be, VB), (make, VBN)]	time50-cond1.txt
cgv	okay i will when he comes back out here	[okay, i, will, when, he, comes, back, out, here]	[okay, i, will, when, he, come, back, out, here]	[(okay, NN), (i, NN), (will, MD), (when, WRB), (he, PRP), (comes, VBZ), (back, RB), (out, RP), (here, RB)]	[(okay, NN), (i, NN), (will, MD), (when, WRB), (he, PRP), (come, VB), (back, RB), (out, IN), (here, RB)]	time50-cond1.txt
kid	know what i'm making he got out now	[know, what, i, am, making, he, got, out, now]	[know, what, i, be, make, he, get, out, now]	[(know, VB), (what, WP), (i, JJ), (am, VBP), (making, VBG), (he, PRP), (got, VBD), (out, RP), (now, RB)]	[(know, VB), (what, WP), (i, JJ), (be, VB), (make, VBP), (he, PRP), (get, VB), (out, RP), (now, RB)]	time50-cond1.txt
cgv	what're you making	[what, are, you, making]	[what, be, you, make]	[(what, WP), (are, VBP), (you, PRP), (making, VBG)]	[(what, WP), (be, VB), (you, PRP), (make, VB)]	time50-cond1.txt
kid	a willywillyc	[a, willywillyc]	[a, willywillyc]	[(a, DT), (willywillyc, NN)]	[(a, DT), (willywillyc, NN)]	time50-cond1.txt
cgv	a willywillyc it's pretty	[a, willywillyc, it, is, pretty]	[a, willywillyc, it, be, pretty]	[(a, DT), (willywillyc, NN), (it, PRP), (is, VBZ), (pretty, JJ)]	[(a, DT), (willywillyc, NN), (it, PRP), (be, VB), (pretty, RB)]	time50-cond1.txt
kid	i'm making a pretty color out of willywillyc	[i, am, making, a, pretty, color, out, of, willywillyc]	[i, be, make, a, pretty, color, out, of, willywillyc]	[(i, NN), (am, VBP), (making, VBG), (a, DT), (pretty, RB), (color, NN), (out, IN), (of, IN), (willywillyc, NN)]	[(i, NN), (be, VB), (make, VBP), (a, DT), (pretty, NN), (color, NN), (out, IN), (of, IN), (willywillyc, NN)]	time50-cond1.txt
cgv	i think that it's really a nice picture abe what do you think mom daddy was just talking abe	[i, think, that, it, is, really, a, nice, picture, abe, what, do, you, think, mom, daddy, was, just, talking, abe]	[i, think, that, it, be, really, a, nice, picture, abe, what, do, you, think, mom, daddy, be, just, talk, abe]	[(i, NN), (think, VBP), (that, IN), (it, PRP), (is, VBZ), (really, RB), (a, DT), (nice, JJ), (picture, NN), (abe, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (mom, FW), (daddy, NN), (was, VBD), (just, RB), (talking, VBG), (abe, RP)]	[(i, NN), (think, VBP), (that, IN), (it, PRP), (be, VB), (really, RB), (a, DT), (nice, JJ), (picture, NN), (abe, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (mom, VB), (daddy, JJ), (be, VB), (just, RB), (talk, NN), (abe, NN)]	time50-cond1.txt
kid	to me or by himself	[to, me, or, by, himself]	[to, me, or, by, himself]	[(to, TO), (me, PRP), (or, CC), (by, IN), (himself, PRP)]	[(to, TO), (me, PRP), (or, CC), (by, IN), (himself, PRP)]	time50-cond1.txt
cgv	he was asking me if i liked your picture of a willywillyc	[he, was, asking, me, if, i, liked, your, picture, of, a, willywillyc]	[he, be, ask, me, if, i, like, your, picture, of, a, willywillyc]	[(he, PRP), (was, VBD), (asking, VBG), (me, PRP), (if, IN), (i, JJ), (liked, VBD), (your, PRP$), (picture, NN), (of, IN), (a, DT), (willywillyc, NN)]	[(he, PRP), (be, VB), (ask, VBN), (me, PRP), (if, IN), (i, NNS), (like, IN), (your, PRP$), (picture, NN), (of, IN), (a, DT), (willywillyc, NN)]	time50-cond1.txt
kid	getting night	[getting, night]	[get, night]	[(getting, VBG), (night, NN)]	[(get, VB), (night, NN)]	time50-cond1.txt
cgv	it is getting night isn't it	[it, is, getting, night, is, not, it]	[it, be, get, night, be, not, it]	[(it, PRP), (is, VBZ), (getting, VBG), (night, NN), (is, VBZ), (not, RB), (it, PRP)]	[(it, PRP), (be, VB), (get, VB), (night, NN), (be, VB), (not, RB), (it, PRP)]	time50-cond1.txt
kid	when you get out of when you got out of a bathroom know what happened sesame street is over	[when, you, get, out, of, when, you, got, out, of, a, bathroom, know, what, happened, sesame, street, is, over]	[when, you, get, out, of, when, you, get, out, of, a, bathroom, know, what, happen, sesame, street, be, over]	[(when, WRB), (you, PRP), (get, VBP), (out, IN), (of, IN), (when, WRB), (you, PRP), (got, VBD), (out, RB), (of, IN), (a, DT), (bathroom, NN), (know, VB), (what, WP), (happened, VBD), (sesame, JJ), (street, NN), (is, VBZ), (over, IN)]	[(when, WRB), (you, PRP), (get, VBP), (out, IN), (of, IN), (when, WRB), (you, PRP), (get, VBP), (out, IN), (of, IN), (a, DT), (bathroom, NN), (know, VBP), (what, WP), (happen, VB), (sesame, JJ), (street, NN), (be, VB), (over, IN)]	time50-cond1.txt
cgv	is that what happened what happened when i got out of the bathroom sesame street was over	[is, that, what, happened, what, happened, when, i, got, out, of, the, bathroom, sesame, street, was, over]	[be, that, what, happen, what, happen, when, i, get, out, of, the, bathroom, sesame, street, be, over]	[(is, VBZ), (that, IN), (what, WP), (happened, VBD), (what, WP), (happened, VBD), (when, WRB), (i, NN), (got, VBD), (out, IN), (of, IN), (the, DT), (bathroom, NN), (sesame, NN), (street, NN), (was, VBD), (over, IN)]	[(be, VB), (that, IN), (what, WP), (happen, VB), (what, WP), (happen, VB), (when, WRB), (i, NN), (get, VBP), (out, IN), (of, IN), (the, DT), (bathroom, NN), (sesame, NN), (street, NN), (be, VB), (over, IN)]	time50-cond1.txt
kid	no when you got in the bathroom sesame street was over let's hang this picture up on our wall	[no, when, you, got, in, the, bathroom, sesame, street, was, over, let, us, hang, this, picture, up, on, our, wall]	[no, when, you, get, in, the, bathroom, sesame, street, be, over, let, u, hang, this, picture, up, on, our, wall]	[(no, DT), (when, WRB), (you, PRP), (got, VBD), (in, IN), (the, DT), (bathroom, NN), (sesame, NN), (street, NN), (was, VBD), (over, IN), (let, JJ), (us, PRP), (hang, VB), (this, DT), (picture, NN), (up, RP), (on, IN), (our, PRP$), (wall, NN)]	[(no, DT), (when, WRB), (you, PRP), (get, VBP), (in, IN), (the, DT), (bathroom, NN), (sesame, NN), (street, NN), (be, VB), (over, IN), (let, JJ), (u, JJ), (hang, NN), (this, DT), (picture, NN), (up, RP), (on, IN), (our, PRP$), (wall, NN)]	time50-cond1.txt
cgv	okay but we have to let it dry first	[okay, but, we, have, to, let, it, dry, first]	[okay, but, we, have, to, let, it, dry, first]	[(okay, RB), (but, CC), (we, PRP), (have, VBP), (to, TO), (let, VB), (it, PRP), (dry, VB), (first, RB)]	[(okay, RB), (but, CC), (we, PRP), (have, VBP), (to, TO), (let, VB), (it, PRP), (dry, VB), (first, RB)]	time50-cond1.txt
kid	dry on the wall	[dry, on, the, wall]	[dry, on, the, wall]	[(dry, NN), (on, IN), (the, DT), (wall, NN)]	[(dry, NN), (on, IN), (the, DT), (wall, NN)]	time50-cond1.txt
cgv	no because if all of the paint is wet it might drip down on the wall we have to let it dry while it's flat first	[no, because, if, all, of, the, paint, is, wet, it, might, drip, down, on, the, wall, we, have, to, let, it, dry, while, it, is, flat, first]	[no, because, if, all, of, the, paint, be, wet, it, might, drip, down, on, the, wall, we, have, to, let, it, dry, while, it, be, flat, first]	[(no, DT), (because, IN), (if, IN), (all, DT), (of, IN), (the, DT), (paint, NN), (is, VBZ), (wet, JJ), (it, PRP), (might, MD), (drip, VB), (down, RP), (on, IN), (the, DT), (wall, NN), (we, PRP), (have, VBP), (to, TO), (let, VB), (it, PRP), (dry, VB), (while, IN), (it, PRP), (is, VBZ), (flat, JJ), (first, RB)]	[(no, DT), (because, IN), (if, IN), (all, DT), (of, IN), (the, DT), (paint, NN), (be, VB), (wet, JJ), (it, PRP), (might, MD), (drip, VB), (down, RP), (on, IN), (the, DT), (wall, NN), (we, PRP), (have, VBP), (to, TO), (let, VB), (it, PRP), (dry, VB), (while, IN), (it, PRP), (be, VB), (flat, JJ), (first, JJ)]	time50-cond1.txt
kid	i'm through with it now	[i, am, through, with, it, now]	[i, be, through, with, it, now]	[(i, NN), (am, VBP), (through, IN), (with, IN), (it, PRP), (now, RB)]	[(i, NN), (be, VB), (through, IN), (with, IN), (it, PRP), (now, RB)]	time50-cond1.txt
cgv	do you want another piece of paper why don't you show daddy what you made today show daddy your bear poster	[do, you, want, another, piece, of, paper, why, do, not, you, show, daddy, what, you, made, today, show, daddy, your, bear, poster]	[do, you, want, another, piece, of, paper, why, do, not, you, show, daddy, what, you, make, today, show, daddy, your, bear, poster]	[(do, VBP), (you, PRP), (want, VB), (another, DT), (piece, NN), (of, IN), (paper, NN), (why, WRB), (do, VBP), (not, RB), (you, PRP), (show, VBP), (daddy, VB), (what, WP), (you, PRP), (made, VBD), (today, NN), (show, VB), (daddy, VB), (your, PRP$), (bear, NN), (poster, NN)]	[(do, VBP), (you, PRP), (want, VB), (another, DT), (piece, NN), (of, IN), (paper, NN), (why, WRB), (do, VBP), (not, RB), (you, PRP), (show, VBP), (daddy, VB), (what, WP), (you, PRP), (make, VBP), (today, NN), (show, VB), (daddy, VB), (your, PRP$), (bear, NN), (poster, NN)]	time50-cond1.txt
kid	 see this it's a fox	[see, this, it, is, a, fox]	[see, this, it, be, a, fox]	[(see, VB), (this, DT), (it, PRP), (is, VBZ), (a, DT), (fox, NN)]	[(see, VB), (this, DT), (it, PRP), (be, VB), (a, DT), (fox, NN)]	time50-cond1.txt
cgv	a fox  it sure is a nice fox	[a, fox, it, sure, is, a, nice, fox]	[a, fox, it, sure, be, a, nice, fox]	[(a, DT), (fox, NN), (it, PRP), (sure, JJ), (is, VBZ), (a, DT), (nice, JJ), (fox, NN)]	[(a, DT), (fox, NN), (it, PRP), (sure, RB), (be, VB), (a, DT), (nice, JJ), (fox, NN)]	time50-cond1.txt
kid	it's not a real fox	[it, is, not, a, real, fox]	[it, be, not, a, real, fox]	[(it, PRP), (is, VBZ), (not, RB), (a, DT), (real, JJ), (fox, NN)]	[(it, PRP), (be, VB), (not, RB), (a, DT), (real, JJ), (fox, NN)]	time50-cond1.txt
cgv	what is it then	[what, is, it, then]	[what, be, it, then]	[(what, WP), (is, VBZ), (it, PRP), (then, RB)]	[(what, WP), (be, VB), (it, PRP), (then, RB)]	time50-cond1.txt
kid	it's a bear poster fox	[it, is, a, bear, poster, fox]	[it, be, a, bear, poster, fox]	[(it, PRP), (is, VBZ), (a, DT), (bear, JJ), (poster, NN), (fox, NN)]	[(it, PRP), (be, VB), (a, DT), (bear, JJ), (poster, NN), (fox, NN)]	time50-cond1.txt
cgv	a bear poster fox well it sure is a nice bear poster fox	[a, bear, poster, fox, well, it, sure, is, a, nice, bear, poster, fox]	[a, bear, poster, fox, well, it, sure, be, a, nice, bear, poster, fox]	[(a, DT), (bear, JJ), (poster, NN), (fox, RB), (well, RB), (it, PRP), (sure, JJ), (is, VBZ), (a, DT), (nice, JJ), (bear, NN), (poster, NN), (fox, NN)]	[(a, DT), (bear, JJ), (poster, NN), (fox, RB), (well, RB), (it, PRP), (sure, JJ), (be, VB), (a, DT), (nice, JJ), (bear, NN), (poster, NN), (fox, NN)]	time50-cond1.txt
kid	know what that really is	[know, what, that, really, is]	[know, what, that, really, be]	[(know, VB), (what, WP), (that, DT), (really, RB), (is, VBZ)]	[(know, VB), (what, WP), (that, DT), (really, RB), (be, VB)]	time50-cond1.txt
cgv	no what is it really	[no, what, is, it, really]	[no, what, be, it, really]	[(no, DT), (what, WP), (is, VBZ), (it, PRP), (really, RB)]	[(no, DT), (what, WP), (be, VB), (it, PRP), (really, RB)]	time50-cond1.txt
kid	it's a duck i made horse feet  i made horse feet 	[it, is, a, duck, i, made, horse, feet, i, made, horse, feet]	[it, be, a, duck, i, make, horse, foot, i, make, horse, foot]	[(it, PRP), (is, VBZ), (a, DT), (duck, NN), (i, NN), (made, VBD), (horse, NN), (feet, NNS), (i, JJ), (made, VBD), (horse, NN), (feet, NNS)]	[(it, PRP), (be, VB), (a, DT), (duck, NN), (i, JJ), (make, VBP), (horse, JJ), (foot, NN), (i, NNS), (make, VBP), (horse, NN), (foot, NN)]	time50-cond1.txt
