original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
51	cgv	sure you almost have to don't you thanks abe we have guite quite a shell collection don't we	[sure, you, almost, have, to, do, not, you, thanks, abe, we, have, quite, quite, a, shell, collection, do, not, we]	[sure, you, almost, have, to, do, not, you, thank, abe, we, have, quite, quite, a, shell, collection, do, not, we]	[(sure, NN), (you, PRP), (almost, RB), (have, VBP), (to, TO), (do, VB), (not, RB), (you, PRP), (thanks, VBP), (abe, IN), (we, PRP), (have, VBP), (quite, RB), (quite, RB), (a, DT), (shell, NN), (collection, NN), (do, VBP), (not, RB), (we, PRP)]	[(sure, NN), (you, PRP), (almost, RB), (have, VBP), (to, TO), (do, VB), (not, RB), (you, PRP), (thank, VBP), (abe, IN), (we, PRP), (have, VBP), (quite, RB), (quite, RB), (a, DT), (shell, NN), (collection, NN), (do, VBP), (not, RB), (we, PRP)]	time210-cond1.txt	time210-time194-cond1
50	kid	mommy this gotsn to be the bottom	[mommy, this, gots, to, be, the, bottom]	[mommy, this, gots, to, be, the, bottom]	[(mommy, NN), (this, DT), (gots, NNS), (to, TO), (be, VB), (the, DT), (bottom, NN)]	[(mommy, NN), (this, DT), (gots, NNS), (to, TO), (be, VB), (the, DT), (bottom, NN)]	time194-cond1.txt	time210-time194-cond1
53	cgv	he looks just exactly like it doesn't he	[he, looks, just, exactly, like, it, does, not, he]	[he, look, just, exactly, like, it, do, not, he]	[(he, PRP), (looks, VBZ), (just, RB), (exactly, RB), (like, IN), (it, PRP), (does, VBZ), (not, RB), (he, PRP)]	[(he, PRP), (look, VB), (just, RB), (exactly, RB), (like, IN), (it, PRP), (do, VBP), (not, RB), (he, PRP)]	time210-cond1.txt	time210-time194-cond1
52	kid	mom i'm already to here can i eat my candy bar when i'm done not daddy are you waiting to get another hot dog	[mom, i, am, already, to, here, can, i, eat, my, candy, bar, when, i, am, done, not, daddy, are, you, waiting, to, get, another, hot, dog]	[mom, i, be, already, to, here, can, i, eat, my, candy, bar, when, i, be, do, not, daddy, be, you, wait, to, get, another, hot, dog]	[(mom, NN), (i, NN), (am, VBP), (already, RB), (to, TO), (here, RB), (can, MD), (i, VB), (eat, VB), (my, PRP$), (candy, NN), (bar, NN), (when, WRB), (i, NN), (am, VBP), (done, VBN), (not, RB), (daddy, VB), (are, VBP), (you, PRP), (waiting, VBG), (to, TO), (get, VB), (another, DT), (hot, JJ), (dog, NN)]	[(mom, NN), (i, NN), (be, VB), (already, RB), (to, TO), (here, RB), (can, MD), (i, VB), (eat, VB), (my, PRP$), (candy, NN), (bar, NN), (when, WRB), (i, NN), (be, VB), (do, VBP), (not, RB), (daddy, VB), (be, VB), (you, PRP), (wait, VBP), (to, TO), (get, VB), (another, DT), (hot, JJ), (dog, NN)]	time194-cond1.txt	time210-time194-cond1
55	cgv	did you poke your eyeball	[did, you, poke, your, eyeball]	[do, you, poke, your, eyeball]	[(did, VBD), (you, PRP), (poke, VB), (your, PRP$), (eyeball, NN)]	[(do, VB), (you, PRP), (poke, VB), (your, PRP$), (eyeball, NN)]	time210-cond1.txt	time210-time194-cond1
54	kid	no i just wanted to know mom did you know each day joey cooks out he eats out	[no, i, just, wanted, to, know, mom, did, you, know, each, day, joey, cooks, out, he, eats, out]	[no, i, just, want, to, know, mom, do, you, know, each, day, joey, cook, out, he, eat, out]	[(no, DT), (i, NN), (just, RB), (wanted, VBD), (to, TO), (know, VB), (mom, NN), (did, VBD), (you, PRP), (know, VB), (each, DT), (day, NN), (joey, VB), (cooks, VBZ), (out, IN), (he, PRP), (eats, VBZ), (out, RP)]	[(no, DT), (i, NN), (just, RB), (want, VBP), (to, TO), (know, VB), (mom, NN), (do, VBP), (you, PRP), (know, VB), (each, DT), (day, NN), (joey, VB), (cook, NN), (out, IN), (he, PRP), (eat, VBZ), (out, RP)]	time194-cond1.txt	time210-time194-cond1
57	cgv	how'd you poke your eye with the mobile	[how, did, you, poke, your, eye, with, the, mobile]	[how, do, you, poke, your, eye, with, the, mobile]	[(how, WRB), (did, VBD), (you, PRP), (poke, VB), (your, PRP$), (eye, NN), (with, IN), (the, DT), (mobile, NN)]	[(how, WRB), (do, VB), (you, PRP), (poke, VB), (your, PRP$), (eye, NN), (with, IN), (the, DT), (mobile, NN)]	time210-cond1.txt	time210-time194-cond1
56	kid	we are going to get a house right dad	[we, are, going, to, get, a, house, right, dad]	[we, be, go, to, get, a, house, right, dad]	[(we, PRP), (are, VBP), (going, VBG), (to, TO), (get, VB), (a, DT), (house, NN), (right, NN), (dad, NN)]	[(we, PRP), (be, VB), (go, VBN), (to, TO), (get, VB), (a, DT), (house, NN), (right, NN), (dad, NN)]	time194-cond1.txt	time210-time194-cond1
59	cgv	can you see	[can, you, see]	[can, you, see]	[(can, MD), (you, PRP), (see, VB)]	[(can, MD), (you, PRP), (see, VB)]	time210-cond1.txt	time210-time194-cond1
58	kid	i feel like having a pet do you a dog to do what a dog to keep other animals away and to guard our house and a cat to get mouse away away from our house daddy after that one are you going to have another one is it still cooking i'm already to here and then i'm gon ta be to here and then i'll be all done daddy	[i, feel, like, having, a, pet, do, you, a, dog, to, do, what, a, dog, to, keep, other, animals, away, and, to, guard, our, house, and, a, cat, to, get, mouse, away, away, from, our, house, daddy, after, that, one, are, you, going, to, have, another, one, is, it, still, cooking, i, am, already, to, here, and, then, i, am, gon, ta, be, to, here, and, then, i, will, be, all, done, daddy]	[i, feel, like, have, a, pet, do, you, a, dog, to, do, what, a, dog, to, keep, other, animal, away, and, to, guard, our, house, and, a, cat, to, get, mouse, away, away, from, our, house, daddy, after, that, one, be, you, go, to, have, another, one, be, it, still, cook, i, be, already, to, here, and, then, i, be, gon, ta, be, to, here, and, then, i, will, be, all, do, daddy]	[(i, JJ), (feel, VBP), (like, IN), (having, VBG), (a, DT), (pet, NN), (do, VBP), (you, PRP), (a, DT), (dog, NN), (to, TO), (do, VB), (what, WP), (a, DT), (dog, NN), (to, TO), (keep, VB), (other, JJ), (animals, NNS), (away, RB), (and, CC), (to, TO), (guard, VB), (our, PRP$), (house, NN), (and, CC), (a, DT), (cat, NN), (to, TO), (get, VB), (mouse, VB), (away, RP), (away, RB), (from, IN), (our, PRP$), (house, NN), (daddy, NN), (after, IN), (that, DT), (one, CD), (are, VBP), (you, PRP), (going, VBG), (to, TO), (have, VB), (another, DT), (one, CD), (is, VBZ), (it, PRP), (still, RB), (cooking, VBG), (i, JJ), (am, VBP), (already, RB), (to, TO), (here, RB), (and, CC), (then, RB), (i, VB), (am, VBP), (gon, VB), (ta, NN), (be, VB), (to, TO), (here, RB), (and, CC), (then, RB), (i, VB), (will, MD), (be, VB), (all, DT), (done, VBN), (daddy, NN)]	[(i, JJ), (feel, VBP), (like, IN), (have, VBP), (a, DT), (pet, NN), (do, VBP), (you, PRP), (a, DT), (dog, NN), (to, TO), (do, VB), (what, WP), (a, DT), (dog, NN), (to, TO), (keep, VB), (other, JJ), (animal, JJ), (away, RB), (and, CC), (to, TO), (guard, VB), (our, PRP$), (house, NN), (and, CC), (a, DT), (cat, NN), (to, TO), (get, VB), (mouse, VB), (away, RP), (away, RB), (from, IN), (our, PRP$), (house, NN), (daddy, NN), (after, IN), (that, DT), (one, CD), (be, VB), (you, PRP), (go, VBP), (to, TO), (have, VB), (another, DT), (one, CD), (be, VB), (it, PRP), (still, RB), (cook, VB), (i, JJ), (be, VB), (already, RB), (to, TO), (here, RB), (and, CC), (then, RB), (i, RB), (be, VB), (gon, VBN), (ta, RB), (be, VB), (to, TO), (here, RB), (and, CC), (then, RB), (i, VB), (will, MD), (be, VB), (all, DT), (do, VBP), (daddy, NNS)]	time194-cond1.txt	time210-time194-cond1
61	cgv	i guess that we can't go see snow white then	[i, guess, that, we, can, not, go, see, snow, white, then]	[i, guess, that, we, can, not, go, see, snow, white, then]	[(i, NN), (guess, NN), (that, IN), (we, PRP), (can, MD), (not, RB), (go, VB), (see, VB), (snow, JJ), (white, JJ), (then, RB)]	[(i, NN), (guess, NN), (that, IN), (we, PRP), (can, MD), (not, RB), (go, VB), (see, VB), (snow, JJ), (white, JJ), (then, RB)]	time210-cond1.txt	time210-time194-cond1
60	kid	what would have happened if they didn't invent houses	[what, would, have, happened, if, they, did, not, invent, houses]	[what, would, have, happen, if, they, do, not, invent, house]	[(what, WP), (would, MD), (have, VB), (happened, VBN), (if, IN), (they, PRP), (did, VBD), (not, RB), (invent, JJ), (houses, NNS)]	[(what, WP), (would, MD), (have, VB), (happen, VBN), (if, IN), (they, PRP), (do, VBP), (not, RB), (invent, VB), (house, NN)]	time194-cond1.txt	time210-time194-cond1
63	cgv	you can't see	[you, can, not, see]	[you, can, not, see]	[(you, PRP), (can, MD), (not, RB), (see, VB)]	[(you, PRP), (can, MD), (not, RB), (see, VB)]	time210-cond1.txt	time210-time194-cond1
62	kid	i think we'd have to live in log cabins then	[i, think, we, would, have, to, live, in, log, cabins, then]	[i, think, we, would, have, to, live, in, log, cabin, then]	[(i, JJ), (think, VBP), (we, PRP), (would, MD), (have, VB), (to, TO), (live, VB), (in, IN), (log, NN), (cabins, NNS), (then, RB)]	[(i, JJ), (think, VBP), (we, PRP), (would, MD), (have, VB), (to, TO), (live, VB), (in, IN), (log, NN), (cabin, NN), (then, RB)]	time194-cond1.txt	time210-time194-cond1
65	cgv	here you go	[here, you, go]	[here, you, go]	[(here, RB), (you, PRP), (go, VBP)]	[(here, RB), (you, PRP), (go, VBP)]	time210-cond1.txt	time210-time194-cond1
64	kid	yeah we could use infinityc logs to build it we could use infinityc logs to build it that would make it very big	[yeah, we, could, use, infinity, logs, to, build, it, we, could, use, infinity, logs, to, build, it, that, would, make, it, very, big]	[yeah, we, could, use, infinity, log, to, build, it, we, could, use, infinity, log, to, build, it, that, would, make, it, very, big]	[(yeah, NN), (we, PRP), (could, MD), (use, VB), (infinity, JJ), (logs, NNS), (to, TO), (build, VB), (it, PRP), (we, PRP), (could, MD), (use, VB), (infinity, JJ), (logs, NNS), (to, TO), (build, VB), (it, PRP), (that, WDT), (would, MD), (make, VB), (it, PRP), (very, RB), (big, JJ)]	[(yeah, NN), (we, PRP), (could, MD), (use, VB), (infinity, NN), (log, NN), (to, TO), (build, VB), (it, PRP), (we, PRP), (could, MD), (use, VB), (infinity, NN), (log, NN), (to, TO), (build, VB), (it, PRP), (that, WDT), (would, MD), (make, VB), (it, PRP), (very, RB), (big, JJ)]	time194-cond1.txt	time210-time194-cond1
67	cgv	thank goodness	[thank, goodness]	[thank, goodness]	[(thank, NN), (goodness, NN)]	[(thank, NN), (goodness, NN)]	time210-cond1.txt	time210-time194-cond1
66	kid	yeah that means a lot of logs infinityc means many many many so infinityc logs means many many many logs	[yeah, that, means, a, lot, of, logs, infinity, means, many, many, many, so, infinity, logs, means, many, many, many, logs]	[yeah, that, mean, a, lot, of, logs, infinity, mean, many, many, many, so, infinity, log, mean, many, many, many, log]	[(yeah, NN), (that, WDT), (means, VBZ), (a, DT), (lot, NN), (of, IN), (logs, JJ), (infinity, NN), (means, VBZ), (many, JJ), (many, JJ), (many, JJ), (so, RB), (infinity, JJ), (logs, NNS), (means, VBZ), (many, JJ), (many, JJ), (many, JJ), (logs, NNS)]	[(yeah, NN), (that, WDT), (mean, VBZ), (a, DT), (lot, NN), (of, IN), (logs, JJ), (infinity, NN), (mean, VBP), (many, JJ), (many, JJ), (many, JJ), (so, RB), (infinity, JJ), (log, NN), (mean, VBD), (many, JJ), (many, JJ), (many, JJ), (log, NN)]	time194-cond1.txt	time210-time194-cond1
69	cgv	okay you've convinced me	[okay, you, have, convinced, me]	[okay, you, have, convince, me]	[(okay, NN), (you, PRP), (have, VBP), (convinced, VBN), (me, PRP)]	[(okay, NN), (you, PRP), (have, VBP), (convince, VBN), (me, PRP)]	time210-cond1.txt	time210-time194-cond1
68	kid	mom are you almost through eating	[mom, are, you, almost, through, eating]	[mom, be, you, almost, through, eating]	[(mom, NN), (are, VBP), (you, PRP), (almost, RB), (through, IN), (eating, NN)]	[(mom, NN), (be, VB), (you, PRP), (almost, RB), (through, IN), (eating, NN)]	time194-cond1.txt	time210-time194-cond1
71	cgv	tie what	[tie, what]	[tie, what]	[(tie, VB), (what, WP)]	[(tie, VB), (what, WP)]	time210-cond1.txt	time210-time194-cond1
70	kid	yeah i am are you trying to be the first one done i think i'm going to be that hot dog's crispy dad i want to see what it looks like inside gosh dad you didn't are you trying to be the first one done mom do you know that meateating dinosaurs do eat people	[yeah, i, am, are, you, trying, to, be, the, first, one, done, i, think, i, am, going, to, be, that, hot, dog, 's, crispy, dad, i, want, to, see, what, it, looks, like, inside, gosh, dad, you, did, not, are, you, trying, to, be, the, first, one, done, mom, do, you, know, that, meateating, dinosaurs, do, eat, people]	[yeah, i, be, be, you, try, to, be, the, first, one, do, i, think, i, be, go, to, be, that, hot, dog, 's, crispy, dad, i, want, to, see, what, it, look, like, inside, gosh, dad, you, do, not, be, you, try, to, be, the, first, one, do, mom, do, you, know, that, meateating, dinosaur, do, eat, people]	[(yeah, NN), (i, NN), (am, VBP), (are, VBP), (you, PRP), (trying, VBG), (to, TO), (be, VB), (the, DT), (first, JJ), (one, CD), (done, VBN), (i, NN), (think, VBP), (i, NN), (am, VBP), (going, VBG), (to, TO), (be, VB), (that, IN), (hot, JJ), (dog, NN), ('s, POS), (crispy, NN), (dad, NN), (i, NN), (want, VBP), (to, TO), (see, VB), (what, WP), (it, PRP), (looks, VBZ), (like, IN), (inside, IN), (gosh, NN), (dad, NN), (you, PRP), (did, VBD), (not, RB), (are, VBP), (you, PRP), (trying, VBG), (to, TO), (be, VB), (the, DT), (first, JJ), (one, CD), (done, VBN), (mom, NN), (do, VBP), (you, PRP), (know, VB), (that, IN), (meateating, VBG), (dinosaurs, NNS), (do, VBP), (eat, RB), (people, NNS)]	[(yeah, NN), (i, NN), (be, VB), (be, VB), (you, PRP), (try, VB), (to, TO), (be, VB), (the, DT), (first, JJ), (one, CD), (do, VBP), (i, VB), (think, VB), (i, NN), (be, VB), (go, VBN), (to, TO), (be, VB), (that, IN), (hot, JJ), (dog, NN), ('s, POS), (crispy, NN), (dad, NN), (i, NN), (want, VBP), (to, TO), (see, VB), (what, WP), (it, PRP), (look, VBP), (like, IN), (inside, IN), (gosh, NN), (dad, NN), (you, PRP), (do, VBP), (not, RB), (be, VB), (you, PRP), (try, VB), (to, TO), (be, VB), (the, DT), (first, JJ), (one, CD), (do, VBP), (mom, VB), (do, VB), (you, PRP), (know, VB), (that, IN), (meateating, VBG), (dinosaur, NN), (do, VBP), (eat, NN), (people, NNS)]	time194-cond1.txt	time210-time194-cond1
73	cgv	i'm doing a good job	[i, am, doing, a, good, job]	[i, be, do, a, good, job]	[(i, NN), (am, VBP), (doing, VBG), (a, DT), (good, JJ), (job, NN)]	[(i, NN), (be, VB), (do, VBP), (a, DT), (good, JJ), (job, NN)]	time210-cond1.txt	time210-time194-cond1
72	kid	like eat mom did you know there was such a thing as prehistoric bears they were as big as me	[like, eat, mom, did, you, know, there, was, such, a, thing, as, prehistoric, bears, they, were, as, big, as, me]	[like, eat, mom, do, you, know, there, be, such, a, thing, a, prehistoric, bear, they, be, as, big, a, me]	[(like, IN), (eat, NN), (mom, NN), (did, VBD), (you, PRP), (know, VBP), (there, EX), (was, VBD), (such, JJ), (a, DT), (thing, NN), (as, IN), (prehistoric, JJ), (bears, NNS), (they, PRP), (were, VBD), (as, RB), (big, JJ), (as, IN), (me, PRP)]	[(like, IN), (eat, NN), (mom, NN), (do, VBP), (you, PRP), (know, VB), (there, RB), (be, VB), (such, JJ), (a, DT), (thing, NN), (a, DT), (prehistoric, JJ), (bear, NN), (they, PRP), (be, VB), (as, IN), (big, JJ), (a, DT), (me, PRP)]	time194-cond1.txt	time210-time194-cond1
75	cgv	 yeah okay mommy can do that one then	[yeah, okay, mommy, can, do, that, one, then]	[yeah, okay, mommy, can, do, that, one, then]	[(yeah, NN), (okay, MD), (mommy, VB), (can, MD), (do, VB), (that, DT), (one, CD), (then, RB)]	[(yeah, NN), (okay, MD), (mommy, VB), (can, MD), (do, VB), (that, DT), (one, CD), (then, RB)]	time210-cond1.txt	time210-time194-cond1
74	kid	mom what happened mom what happened  gosh did he have any luck i hope he was still alive what if the bear ate his table up	[mom, what, happened, mom, what, happened, gosh, did, he, have, any, luck, i, hope, he, was, still, alive, what, if, the, bear, ate, his, table, up]	[mom, what, happen, mom, what, happen, gosh, do, he, have, any, luck, i, hope, he, be, still, alive, what, if, the, bear, eat, his, table, up]	[(mom, VB), (what, WP), (happened, VBD), (mom, RP), (what, WP), (happened, VBD), (gosh, NN), (did, VBD), (he, PRP), (have, VB), (any, DT), (luck, NN), (i, NN), (hope, VBP), (he, PRP), (was, VBD), (still, RB), (alive, JJ), (what, WP), (if, IN), (the, DT), (bear, NN), (ate, VB), (his, PRP$), (table, NN), (up, RP)]	[(mom, NN), (what, WP), (happen, VB), (mom, NN), (what, WP), (happen, VB), (gosh, NN), (do, VBP), (he, PRP), (have, VB), (any, DT), (luck, NN), (i, NN), (hope, VBP), (he, PRP), (be, VB), (still, RB), (alive, JJ), (what, WP), (if, IN), (the, DT), (bear, NN), (eat, VBD), (his, PRP$), (table, NN), (up, RP)]	time194-cond1.txt	time210-time194-cond1
77	cgv	where are they	[where, are, they]	[where, be, they]	[(where, WRB), (are, VBP), (they, PRP)]	[(where, WRB), (be, VB), (they, PRP)]	time210-cond1.txt	time210-time194-cond1
76	kid	what if he didn't have money	[what, if, he, did, not, have, money]	[what, if, he, do, not, have, money]	[(what, WP), (if, IN), (he, PRP), (did, VBD), (not, RB), (have, VB), (money, NN)]	[(what, WP), (if, IN), (he, PRP), (do, VBP), (not, RB), (have, VB), (money, NN)]	time194-cond1.txt	time210-time194-cond1
